2020,ALABAMA,AL,1,63,41,US HOUSE,1,GEN,FALSE,FALSE,JAMES AVERHART,DEMOCRAT,FALSE,TOTAL,116949,329075,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,1,GEN,FALSE,FALSE,JERRY CARL,REPUBLICAN,FALSE,TOTAL,211825,329075,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,1,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,301,329075,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,2,GEN,FALSE,FALSE,BARRY MOORE,REPUBLICAN,FALSE,TOTAL,197996,303569,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,2,GEN,FALSE,FALSE,PHYLLIS HARVEY-HALL,DEMOCRAT,FALSE,TOTAL,105286,303569,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,2,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,287,303569,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,3,GEN,FALSE,FALSE,ADIA WINFREY,DEMOCRAT,FALSE,TOTAL,104595,322234,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,3,GEN,FALSE,FALSE,MIKE ROGERS,REPUBLICAN,FALSE,TOTAL,217384,322234,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,3,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,255,322234,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,4,GEN,FALSE,FALSE,RICK NEIGHBORS,DEMOCRAT,FALSE,TOTAL,56237,318029,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,4,GEN,FALSE,FALSE,ROBERT B ADERHOLT,REPUBLICAN,FALSE,TOTAL,261553,318029,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,4,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,239,318029,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,5,GEN,FALSE,FALSE,MO BROOKS,REPUBLICAN,FALSE,TOTAL,253094,264160,FALSE,20250910,FALSE
2020,ALABAMA,AL,1,63,41,US HOUSE,5,GEN,FALSE,FALSE,WRITEIN,,TRUE,TOTAL,11066,264160,FALSE,20250910,FALSE
